direction	spBLEU	chrF++	len_ratio
tgk_Cyrl-bos_Latn	27.25	47.90	0.973
als_Latn-cjk_Latn	3.14	23.48	0.970
ron_Latn-mkd_Cyrl	36.22	55.73	0.993
tha_Thai-gla_Latn	19.84	42.90	1.039
hye_Armn-asm_Beng	18.88	33.07	0.995
kas_Deva-knc_Arab	4.85	7.06	1.178
ron_Latn-mos_Latn	5.69	23.24	1.011
grn_Latn-tzm_Tfng	10.87	23.05	1.017
tpi_Latn-bel_Cyrl	18.30	33.36	0.886
cjk_Latn-ell_Grek	11.07	24.43	0.909
kas_Arab-luo_Latn	10.09	32.54	0.976
srd_Latn-kab_Latn	13.99	33.03	1.049
cat_Latn-bjn_Latn	17.93	44.30	0.971
zho_Hant-zul_Latn	13.45	37.77	1.135
hat_Latn-mar_Deva	19.83	37.08	0.919
acq_Arab-hye_Armn	30.96	46.03	0.965
mag_Deva-lua_Latn	8.06	33.96	1.103
lmo_Latn-jav_Latn	19.65	44.65	0.999
kac_Latn-amh_Ethi	12.77	20.31	1.043
taq_Latn-ace_Latn	5.19	24.82	1.008
ltz_Latn-guj_Gujr	28.85	45.13	0.982
lin_Latn-hrv_Latn	20.32	40.05	0.972
mkd_Cyrl-aka_Latn	8.26	30.08	0.903
umb_Latn-lvs_Latn	8.17	26.23	0.976
ssw_Latn-arb_Arab	20.10	35.03	0.871
ory_Orya-pol_Latn	23.97	41.78	0.955
ben_Beng-hun_Latn	26.45	45.33	0.972
luo_Latn-bam_Latn	5.76	24.04	0.912
ban_Latn-som_Latn	13.25	37.22	1.004
lin_Latn-pbt_Arab	14.16	29.39	0.986
cat_Latn-ibo_Latn	18.03	39.18	0.947
fon_Latn-san_Deva	3.16	16.83	0.963
por_Latn-tsn_Latn	22.20	45.63	0.986
lvs_Latn-ace_Arab	3.95	15.18	0.970
ltg_Latn-jav_Latn	19.00	44.78	0.976
kaz_Cyrl-ltz_Latn	22.26	43.00	0.969
prs_Arab-amh_Ethi	25.49	34.09	1.008
khm_Khmr-ltz_Latn	20.59	41.59	1.015
ceb_Latn-bug_Latn	7.74	31.47	1.023
crh_Latn-ydd_Hebr	12.69	31.91	1.019
wol_Latn-ukr_Cyrl	14.04	30.33	0.959
bul_Cyrl-eus_Latn	22.46	44.71	0.957
ell_Grek-som_Latn	13.22	37.79	1.009
bjn_Latn-tsn_Latn	20.20	43.18	0.943
ydd_Hebr-afr_Latn	32.82	55.11	0.965
kat_Geor-lvs_Latn	23.68	45.05	0.974
twi_Latn-khm_Khmr	12.70	26.48	0.853
ces_Latn-nob_Latn	28.15	50.58	0.973
zsm_Latn-bug_Latn	8.16	32.25	0.991
dzo_Tibt-kas_Deva	1.97	11.99	0.761
taq_Tfng-crh_Latn	4.19	20.55	1.074
wol_Latn-deu_Latn	14.88	34.65	0.932
gle_Latn-bho_Deva	17.06	35.83	0.956
hye_Armn-plt_Latn	19.12	46.72	1.077
zul_Latn-hun_Latn	24.42	43.34	1.002
dyu_Latn-tur_Latn	8.05	23.74	1.032
ron_Latn-fij_Latn	20.23	44.88	0.981
shn_Mymr-fin_Latn	15.58	37.33	1.041
bul_Cyrl-heb_Hebr	35.15	50.07	0.962
ydd_Hebr-ceb_Latn	26.66	50.92	0.971
tum_Latn-crh_Latn	12.08	30.99	0.987
lua_Latn-asm_Beng	11.30	22.76	0.921
dzo_Tibt-mai_Deva	6.69	23.95	0.939
kab_Latn-vie_Latn	22.75	40.72	0.972
rus_Cyrl-yor_Latn	8.52	23.32	1.093
scn_Latn-sin_Sinh	29.19	37.88	0.929
epo_Latn-dyu_Latn	2.57	18.91	1.033
pan_Guru-bod_Tibt	6.89	28.49	1.021
fao_Latn-spa_Latn	22.71	44.23	0.924
kin_Latn-ban_Latn	12.32	36.02	0.994
bjn_Arab-tat_Cyrl	11.81	29.60	1.055
tir_Ethi-urd_Arab	17.11	35.30	0.917
yor_Latn-amh_Ethi	15.79	22.95	0.970
ace_Arab-kmr_Latn	6.66	23.65	1.066
zho_Hans-glg_Latn	25.45	47.62	0.983
umb_Latn-ory_Orya	8.89	20.47	0.823
zsm_Latn-gle_Latn	31.93	50.50	0.957
gla_Latn-smo_Latn	20.89	44.03	0.972
tsn_Latn-mkd_Cyrl	23.17	42.96	0.937
hin_Deva-ces_Latn	30.29	47.49	0.948
yue_Hant-mkd_Cyrl	25.47	46.61	0.954
tpi_Latn-lim_Latn	12.92	33.19	0.939
kat_Geor-ory_Orya	20.51	35.73	0.982
cjk_Latn-tso_Latn	7.64	29.15	1.031
mkd_Cyrl-azb_Arab	3.93	20.61	1.050
yue_Hant-mos_Latn	4.11	19.97	0.960
tsn_Latn-mos_Latn	5.34	22.32	0.981
est_Latn-ace_Arab	4.10	15.23	0.968
ceb_Latn-gle_Latn	32.07	50.47	0.989
bho_Deva-dan_Latn	28.61	49.67	0.979
ajp_Arab-ilo_Latn	21.51	48.59	1.028
jav_Latn-bem_Latn	9.28	32.01	0.869
swe_Latn-acq_Arab	15.69	27.89	0.970
xho_Latn-mri_Latn	17.50	40.36	0.919
gla_Latn-mlt_Latn	31.21	46.90	0.984
ces_Latn-kam_Latn	4.66	25.34	1.137
mal_Mlym-run_Latn	14.79	37.66	1.036
kea_Latn-azj_Latn	20.56	39.43	0.948
wol_Latn-tum_Latn	6.94	26.64	0.786
afr_Latn-sin_Sinh	32.26	40.36	0.893
mar_Deva-gla_Latn	21.66	44.24	0.985
arb_Arab-amh_Ethi	25.16	34.13	1.029
wol_Latn-sag_Latn	7.68	30.42	0.938
ces_Latn-lug_Latn	10.03	35.69	1.075
lua_Latn-plt_Latn	12.02	34.74	0.985
fon_Latn-luo_Latn	7.15	27.51	0.931
plt_Latn-mri_Latn	15.91	39.29	0.922
bak_Cyrl-zsm_Latn	26.40	52.24	0.974
luo_Latn-apc_Arab	12.61	26.53	0.789
kas_Arab-san_Deva	6.67	24.74	1.010
aka_Latn-ltg_Latn	13.06	30.34	0.981
uzn_Latn-tir_Ethi	12.62	20.66	0.963
pap_Latn-pol_Latn	27.51	45.15	0.973
tat_Cyrl-arz_Arab	21.19	36.66	0.987
luo_Latn-gaz_Latn	5.93	28.81	1.070
swe_Latn-knc_Latn	5.56	24.51	1.015
bjn_Latn-arb_Arab	28.43	43.63	0.934
bos_Latn-gle_Latn	31.95	50.71	0.980
ckb_Arab-kik_Latn	8.87	28.46	0.943
ckb_Arab-snd_Arab	21.17	37.84	1.008
ssw_Latn-tsn_Latn	16.20	39.42	0.890
jpn_Jpan-fon_Latn	4.16	16.98	1.021
wol_Latn-por_Latn	19.91	37.79	0.968
dzo_Tibt-tur_Latn	14.15	33.54	0.952
san_Deva-uig_Arab	12.37	27.08	1.030
azb_Arab-mlt_Latn	20.77	36.53	0.972
mkd_Cyrl-grn_Latn	11.78	31.99	1.009
sin_Sinh-wol_Latn	5.93	25.37	1.159
szl_Latn-ind_Latn	36.30	59.30	0.990
ace_Arab-ron_Latn	11.62	30.12	1.013
yue_Hant-fij_Latn	17.65	42.78	0.967
tsn_Latn-fij_Latn	18.32	41.81	0.906
eng_Latn-mar_Deva	29.90	47.45	0.967
tam_Taml-amh_Ethi	23.47	31.66	1.015
por_Latn-arb_Arab	34.87	49.79	0.942
lug_Latn-yue_Hant	7.88	10.66	0.754
dyu_Latn-kas_Deva	1.60	9.86	0.720
mlt_Latn-lao_Laoo	28.39	43.77	0.952
war_Latn-tso_Latn	22.00	47.00	1.045
sin_Sinh-bul_Cyrl	32.33	50.23	0.953
pag_Latn-lus_Latn	11.41	33.09	0.982
azj_Latn-kir_Cyrl	21.66	41.29	1.066
azb_Arab-smo_Latn	13.85	37.04	1.010
mkd_Cyrl-zho_Hant	10.32	11.35	0.615
hrv_Latn-bjn_Arab	4.13	14.51	0.907
guj_Gujr-hye_Armn	32.14	46.73	0.947
pag_Latn-hat_Latn	15.82	36.58	0.973
tpi_Latn-jpn_Jpan	10.48	18.93	1.053
ita_Latn-hye_Armn	31.81	46.29	0.970
hrv_Latn-ory_Orya	21.98	37.14	0.925
tel_Telu-kan_Knda	33.67	48.18	0.955
sna_Latn-zho_Hans	16.96	16.05	0.868
lim_Latn-lua_Latn	7.73	32.84	1.080
tgl_Latn-azj_Latn	21.70	40.32	0.949
hne_Deva-uzn_Latn	26.49	46.82	0.983
pbt_Arab-kor_Hang	18.24	26.42	0.991
spa_Latn-nno_Latn	20.95	43.35	0.989
ace_Latn-ajp_Arab	15.22	31.01	1.066
ceb_Latn-jav_Latn	23.74	48.68	0.952
lij_Latn-ita_Latn	32.64	53.18	0.952
run_Latn-por_Latn	24.78	43.82	0.966
ayr_Latn-urd_Arab	8.68	23.46	0.974
ell_Grek-bod_Tibt	6.40	27.46	1.001
snd_Arab-uzn_Latn	24.04	44.50	0.987
lug_Latn-ilo_Latn	15.38	39.75	0.929
fur_Latn-ltg_Latn	23.45	42.70	1.016
zsm_Latn-jav_Latn	25.02	50.12	0.937
vec_Latn-urd_Arab	23.06	42.19	0.942
zho_Hans-nus_Latn	10.51	25.07	1.173
ita_Latn-pan_Guru	26.50	39.67	0.964
bos_Latn-nld_Latn	30.48	51.56	0.995
dan_Latn-smo_Latn	22.60	46.55	0.964
ban_Latn-bod_Tibt	5.75	26.14	0.969
guj_Gujr-pan_Guru	31.28	44.48	0.946
sag_Latn-kea_Latn	5.95	21.82	0.802
dik_Latn-zul_Latn	9.65	26.99	0.927
uzn_Latn-tha_Thai	26.21	34.23	0.859
ltg_Latn-bug_Latn	6.11	29.95	1.012
tsn_Latn-taq_Tfng	4.44	15.18	0.833
yue_Hant-taq_Tfng	3.33	14.31	0.851
ibo_Latn-spa_Latn	19.80	40.98	0.946
kir_Cyrl-kin_Latn	13.41	36.86	0.979
dan_Latn-mlt_Latn	37.98	54.88	0.978
mni_Beng-kat_Geor	22.60	38.06	0.963
hau_Latn-slk_Latn	22.89	41.23	0.947
run_Latn-sag_Latn	8.78	33.20	0.924
tur_Latn-kik_Latn	10.29	30.97	0.914
tur_Latn-snd_Arab	22.00	38.62	1.026
lmo_Latn-bug_Latn	6.95	30.62	1.025
mya_Mymr-azb_Arab	2.71	17.76	1.087
tpi_Latn-tgk_Cyrl	21.09	37.87	0.976
gaz_Latn-slk_Latn	18.08	36.53	0.920
mri_Latn-tam_Taml	21.87	40.78	1.000
knc_Arab-fra_Latn	3.46	17.27	1.050
spa_Latn-tuk_Latn	17.51	37.09	0.953
fon_Latn-shn_Mymr	5.38	22.68	0.817
run_Latn-tum_Latn	10.57	32.39	0.773
snd_Arab-dik_Latn	3.64	21.09	1.436
afr_Latn-kab_Latn	14.15	33.20	1.050
quy_Latn-mag_Deva	11.58	25.99	1.010
azj_Latn-knc_Arab	5.35	7.30	1.004
bho_Deva-fin_Latn	23.00	43.96	0.997
knc_Arab-slv_Latn	2.25	15.96	1.019
bak_Cyrl-ckb_Arab	17.48	38.42	1.018
kat_Geor-bjn_Arab	3.77	14.46	0.996
ceb_Latn-nld_Latn	26.84	48.55	1.019
tuk_Latn-kon_Latn	15.94	41.80	0.962
ajp_Arab-yue_Hant	13.54	14.96	0.906
bul_Cyrl-sna_Latn	15.20	40.05	0.972
zsm_Latn-nld_Latn	28.39	49.67	0.985
hne_Deva-dik_Latn	3.99	22.28	1.385
prs_Arab-ssw_Latn	14.57	39.06	1.018
bos_Latn-jav_Latn	22.76	48.29	0.940
twi_Latn-lit_Latn	16.01	35.35	0.969
min_Latn-arb_Arab	29.04	44.61	0.963
mya_Mymr-zho_Hant	9.44	10.27	0.710
nno_Latn-kan_Knda	29.17	44.79	0.967
lua_Latn-aeb_Arab	9.34	22.28	0.923
pbt_Arab-deu_Latn	27.32	47.94	0.957
kor_Hang-lua_Latn	6.53	32.11	1.081
tum_Latn-npi_Deva	11.63	25.29	0.914
npi_Deva-kas_Deva	4.11	16.14	0.807
hat_Latn-tgl_Latn	27.28	51.70	0.921
umb_Latn-bjn_Arab	2.00	8.84	0.711
mya_Mymr-grn_Latn	7.98	26.71	1.077
szl_Latn-ell_Grek	31.81	46.31	0.946
kac_Latn-ssw_Latn	8.53	31.69	1.072
mar_Deva-scn_Latn	16.23	38.63	0.986
som_Latn-taq_Latn	3.69	19.86	0.987
mar_Deva-mni_Beng	21.90	33.63	0.962
scn_Latn-kab_Latn	12.48	31.23	1.035
luo_Latn-epo_Latn	18.01	37.85	0.932
lij_Latn-pap_Latn	30.13	51.16	0.968
eus_Latn-tat_Cyrl	25.06	42.46	0.994
pbt_Arab-ukr_Cyrl	24.62	42.70	0.968
tso_Latn-umb_Latn	3.12	24.12	0.785
kmb_Latn-oci_Latn	11.25	28.05	0.867
kik_Latn-fon_Latn	4.56	18.35	1.071
kas_Deva-kir_Cyrl	14.58	33.34	1.075
rus_Cyrl-acm_Arab	13.57	30.89	1.302
tel_Telu-fur_Latn	23.35	43.09	0.945
san_Deva-tpi_Latn	10.91	35.68	0.821
ilo_Latn-kas_Arab	13.31	27.23	0.950
run_Latn-deu_Latn	21.25	41.17	0.926
sat_Beng-kas_Arab	10.26	22.58	1.012
urd_Arab-uzn_Latn	22.66	43.43	0.969
war_Latn-ind_Latn	39.33	60.99	0.997
umb_Latn-isl_Latn	9.71	25.54	0.902
kin_Latn-xho_Latn	16.25	39.68	1.022
vec_Latn-prs_Arab	23.76	44.04	0.990
acq_Arab-pan_Guru	26.64	41.06	0.961
asm_Beng-pap_Latn	22.76	43.98	0.955
ltz_Latn-swh_Latn	29.26	52.44	0.966
run_Latn-ukr_Cyrl	19.98	37.29	0.947
szl_Latn-tso_Latn	20.45	45.26	1.031
epo_Latn-knc_Latn	5.17	23.70	1.008
ayr_Latn-prs_Arab	8.57	24.56	0.917
taq_Tfng-npi_Deva	5.26	17.72	1.136
bul_Cyrl-hau_Latn	21.61	45.90	1.004
npi_Deva-mai_Deva	18.40	38.72	0.970
shn_Mymr-dan_Latn	21.38	42.34	1.010
mos_Latn-taq_Latn	2.30	16.53	1.061
yor_Latn-ssw_Latn	11.55	34.51	0.980
isl_Latn-pbt_Arab	15.70	31.78	1.010
mai_Deva-ces_Latn	30.17	47.46	0.968
pbt_Arab-tum_Latn	9.54	31.53	0.794
mlt_Latn-ars_Arab	27.52	41.67	0.943
kmb_Latn-nya_Latn	5.87	27.32	0.930
kat_Geor-isl_Latn	22.90	40.74	1.000
srd_Latn-sin_Sinh	31.31	39.84	0.937
srp_Cyrl-szl_Latn	29.07	45.86	0.990
ron_Latn-taq_Tfng	4.72	15.79	0.890
ukr_Cyrl-bho_Deva	17.36	36.55	0.943
isl_Latn-hrv_Latn	26.05	45.99	0.975
ydd_Hebr-ary_Arab	15.12	32.21	0.957
acm_Arab-zul_Latn	21.73	44.91	1.000
hun_Latn-fon_Latn	5.32	20.21	1.054
eng_Latn-tgl_Latn	39.37	61.81	0.964
mya_Mymr-aka_Latn	5.48	25.71	1.021
kmr_Latn-bak_Cyrl	16.19	35.02	1.099
sun_Latn-arz_Arab	20.45	36.00	1.008
kas_Arab-shn_Mymr	10.04	28.82	0.866
hrv_Latn-lvs_Latn	27.62	48.12	0.953
slv_Latn-vie_Latn	33.53	51.86	0.968
swe_Latn-dyu_Latn	2.72	18.80	0.949
fuv_Latn-ace_Arab	2.32	12.69	1.129
tam_Taml-ssw_Latn	13.94	38.34	1.027
min_Latn-tsn_Latn	20.16	43.37	0.965
swh_Latn-sun_Latn	15.35	37.79	0.987
pbt_Arab-sag_Latn	8.29	33.18	0.972
cjk_Latn-ind_Latn	10.82	30.70	0.971
hye_Armn-aeb_Arab	16.17	32.12	0.892
fur_Latn-sot_Latn	18.20	43.09	0.958
urd_Arab-dik_Latn	3.50	20.93	1.378
knc_Latn-scn_Latn	7.96	27.89	1.089
ltg_Latn-gle_Latn	28.81	48.23	0.990
pag_Latn-lin_Latn	13.61	38.74	0.929
tpi_Latn-hne_Deva	17.95	34.97	0.947
nno_Latn-fur_Latn	25.80	45.35	0.936
run_Latn-kor_Hang	13.72	22.27	1.018
knc_Latn-mni_Beng	12.04	24.40	1.018
tzm_Tfng-dan_Latn	14.65	35.93	0.990
epo_Latn-acq_Arab	15.63	27.48	0.983
lmo_Latn-gle_Latn	29.25	48.10	0.995
cym_Latn-dan_Latn	41.64	60.54	0.987
nya_Latn-ben_Beng	20.95	34.36	0.960
npi_Deva-tur_Latn	30.10	49.51	0.979
pbt_Arab-por_Latn	31.06	51.09	0.987
tha_Thai-scn_Latn	14.39	36.58	0.999
pan_Guru-som_Latn	13.82	38.72	1.013
asm_Beng-ita_Latn	22.71	44.41	0.936
arb_Arab-ssw_Latn	15.75	40.72	1.034
tha_Thai-mni_Beng	19.07	30.94	0.977
urd_Arab-scn_Latn	15.41	37.90	0.995
als_Latn-cat_Latn	38.04	57.13	1.000
urd_Arab-mni_Beng	21.74	33.67	0.978
lmo_Latn-fao_Latn	22.04	41.55	1.007
szl_Latn-vie_Latn	36.40	53.84	0.980
smo_Latn-tsn_Latn	19.04	42.21	0.976
ltg_Latn-min_Latn	19.06	43.96	0.982
fij_Latn-fon_Latn	4.93	19.60	1.013
uzn_Latn-cym_Latn	32.15	49.51	0.982
crh_Latn-taq_Tfng	4.76	15.93	0.905
ars_Arab-kmb_Latn	2.94	24.07	0.941
afr_Latn-lug_Latn	11.96	38.06	1.094
dan_Latn-ory_Orya	24.09	39.54	0.953
knc_Arab-plt_Latn	1.87	18.57	1.291
bho_Deva-tgk_Cyrl	25.25	42.39	0.960
ita_Latn-npi_Deva	21.80	38.85	0.988
ltg_Latn-fao_Latn	21.52	41.31	0.994
fra_Latn-eus_Latn	25.52	47.52	0.986
fuv_Latn-nno_Latn	8.10	26.38	0.991
awa_Deva-heb_Hebr	30.86	45.81	0.957
ckb_Arab-bho_Deva	14.68	33.52	0.916
fon_Latn-awa_Deva	5.57	17.47	0.978
guj_Gujr-npi_Deva	26.49	44.85	0.980
pes_Arab-yue_Hant	11.97	14.26	0.834
ary_Arab-kan_Knda	23.92	39.82	0.952
tpi_Latn-fin_Latn	19.74	40.07	0.997
lmo_Latn-min_Latn	19.60	43.76	0.996
hrv_Latn-mlt_Latn	31.50	49.75	0.954
pan_Guru-knc_Latn	4.87	24.18	1.050
tha_Thai-dik_Latn	3.63	20.70	1.426
fon_Latn-bos_Latn	9.12	27.00	0.911
ltz_Latn-lua_Latn	8.38	34.18	1.095
fao_Latn-ron_Latn	29.78	47.72	0.952
san_Deva-kaz_Cyrl	16.45	35.22	1.010
mag_Deva-guj_Gujr	32.98	49.37	0.973
mlt_Latn-azj_Latn	23.53	42.22	0.944
slk_Latn-oci_Latn	28.73	48.86	0.936
tzm_Tfng-bel_Cyrl	11.21	26.65	0.911
azb_Arab-bjn_Arab	2.35	10.54	0.921
hrv_Latn-smo_Latn	20.49	44.34	0.939
cym_Latn-bel_Cyrl	24.21	39.47	0.905
lus_Latn-kat_Geor	18.56	33.11	0.922
scn_Latn-lug_Latn	10.11	35.34	1.098
xho_Latn-kas_Deva	3.26	14.21	0.732
knc_Latn-dik_Latn	3.52	19.97	1.490
tgk_Cyrl-san_Deva	6.21	23.63	1.000
twi_Latn-gaz_Latn	7.14	30.26	1.054
scn_Latn-kam_Latn	4.68	25.03	1.186
epo_Latn-som_Latn	15.09	39.64	0.998
aka_Latn-tgl_Latn	19.13	43.07	0.922
ydd_Hebr-eng_Latn	44.71	67.70	1.183
ind_Latn-kan_Knda	31.71	46.76	0.971
tuk_Latn-lus_Latn	11.12	34.88	1.093
kam_Latn-kbp_Latn	6.56	22.35	0.822
wol_Latn-kea_Latn	8.65	26.69	0.873
twi_Latn-apc_Arab	15.44	30.31	0.916
pan_Guru-acq_Arab	9.44	20.10	1.191
tuk_Latn-hat_Latn	19.30	42.61	1.022
quy_Latn-pol_Latn	10.41	27.13	0.958
als_Latn-dzo_Tibt	10.89	32.45	0.986
lij_Latn-amh_Ethi	25.59	34.31	1.028
ace_Arab-spa_Latn	10.56	30.27	1.001
lit_Latn-glg_Latn	29.53	50.79	0.938
knc_Arab-asm_Beng	3.02	11.45	1.096
apc_Arab-kat_Geor	28.70	44.36	0.954
por_Latn-sun_Latn	17.59	41.71	1.031
kas_Deva-slk_Latn	17.56	36.25	0.976
fuv_Latn-tuk_Latn	6.43	22.68	1.021
lao_Laoo-tat_Cyrl	24.17	42.08	0.991
fao_Latn-kmr_Latn	13.92	33.50	0.976
slv_Latn-tso_Latn	19.13	44.45	1.034
shn_Mymr-bel_Cyrl	15.48	30.91	0.937
tum_Latn-pan_Guru	13.88	25.79	0.859
plt_Latn-kas_Deva	3.16	14.13	0.769
dyu_Latn-mri_Latn	7.85	27.52	0.996
bjn_Latn-sun_Latn	18.09	41.45	1.000
gla_Latn-bjn_Arab	3.82	13.91	1.020
kab_Latn-ind_Latn	20.97	45.73	0.995
tso_Latn-hun_Latn	21.30	39.68	0.966
pol_Latn-heb_Hebr	28.45	43.56	0.941
knc_Latn-uzn_Latn	9.07	28.39	1.028
kbp_Latn-nya_Latn	6.48	28.85	1.015
afr_Latn-kam_Latn	5.29	26.39	1.156
swe_Latn-bod_Tibt	6.74	27.63	0.987
cat_Latn-fuv_Latn	3.91	21.95	1.151
ces_Latn-sin_Sinh	27.35	35.99	0.860
tha_Thai-uzn_Latn	21.12	40.65	0.966
acm_Arab-ewe_Latn	12.74	35.24	1.023
kea_Latn-lao_Laoo	25.70	41.38	0.954
hne_Deva-scn_Latn	18.00	40.71	1.010
arz_Arab-tam_Taml	26.59	45.35	0.985
bak_Cyrl-yor_Latn	8.56	22.36	0.999
bem_Latn-ayr_Latn	5.38	27.57	1.105
hne_Deva-mni_Beng	23.87	35.40	0.991
gla_Latn-isl_Latn	24.36	41.88	0.986
aeb_Arab-yue_Hant	12.67	13.91	0.899
pol_Latn-eus_Latn	20.45	42.68	0.944
tgl_Latn-ars_Arab	23.31	38.22	0.913
amh_Ethi-glg_Latn	26.73	48.22	0.928
snd_Arab-mni_Beng	22.36	34.19	1.002
kas_Arab-awa_Deva	17.20	34.33	0.987
gaz_Latn-kir_Cyrl	16.46	34.18	1.001
luo_Latn-kac_Latn	9.67	31.72	0.843
snd_Arab-scn_Latn	16.25	38.83	1.007
scn_Latn-nob_Latn	26.25	48.48	0.959
dik_Latn-ewe_Latn	6.98	24.74	0.940
ban_Latn-dyu_Latn	2.86	19.62	0.919
shn_Mymr-jpn_Jpan	11.91	17.48	1.001
ary_Arab-fur_Latn	20.29	40.10	0.937
bos_Latn-khk_Cyrl	23.43	40.94	0.975
kbp_Latn-oci_Latn	10.46	27.61	0.862
asm_Beng-amh_Ethi	21.06	29.56	1.018
kas_Arab-bos_Latn	23.12	43.94	0.953
nld_Latn-kas_Arab	12.39	26.72	0.942
ast_Latn-tam_Taml	28.37	46.54	0.949
acq_Arab-npi_Deva	23.36	42.28	0.999
fur_Latn-mar_Deva	23.00	41.18	0.981
afr_Latn-nob_Latn	33.85	55.08	0.981
plt_Latn-mai_Deva	13.57	31.68	0.952
xho_Latn-tur_Latn	25.42	43.88	0.972
ell_Grek-dyu_Latn	2.09	18.29	1.073
taq_Tfng-pan_Guru	7.56	19.23	1.011
cym_Latn-lim_Latn	19.26	40.73	0.958
mar_Deva-dik_Latn	4.09	21.63	1.350
gle_Latn-snd_Arab	21.24	38.59	1.027
gle_Latn-kik_Latn	8.70	27.41	0.951
bho_Deva-hne_Deva	24.11	43.21	0.963
smo_Latn-arb_Arab	25.21	40.42	0.941
tzm_Tfng-lim_Latn	8.34	28.28	1.025
lim_Latn-swh_Latn	27.59	50.36	0.952
slv_Latn-ell_Grek	29.69	44.15	0.943
deu_Latn-bho_Deva	18.10	37.13	0.953
tat_Cyrl-kmb_Latn	3.26	23.85	0.848
shn_Mymr-lim_Latn	12.26	32.48	0.999
xho_Latn-mai_Deva	15.27	32.84	0.952
oci_Latn-nya_Latn	16.43	44.05	1.056
plt_Latn-tur_Latn	25.09	44.07	0.959
twi_Latn-bam_Latn	6.07	25.67	1.033
ind_Latn-fur_Latn	27.21	46.53	0.936
kor_Hang-swh_Latn	22.02	46.26	0.947
spa_Latn-ace_Arab	4.33	15.91	1.020
azb_Arab-isl_Latn	15.25	33.01	1.001
tgk_Cyrl-luo_Latn	11.36	34.69	0.979
dan_Latn-lvs_Latn	30.46	50.84	0.969
rus_Cyrl-zsm_Latn	29.40	54.73	0.998
zsm_Latn-khk_Cyrl	23.82	40.98	0.963
jav_Latn-ayr_Latn	7.13	29.84	1.053
hau_Latn-kir_Cyrl	17.89	36.07	1.033
tzm_Tfng-jpn_Jpan	7.31	12.46	0.991
grn_Latn-taq_Latn	3.53	20.10	0.988
bjn_Arab-twi_Latn	6.11	26.77	1.068
ewe_Latn-ben_Beng	15.48	28.76	0.940
ssw_Latn-sun_Latn	11.67	32.24	0.947
mkd_Cyrl-zho_Hans	22.37	19.69	0.826
ceb_Latn-khk_Cyrl	22.57	39.51	1.000
cym_Latn-jpn_Jpan	17.70	23.44	0.951
awa_Deva-eus_Latn	22.40	44.61	0.964
luo_Latn-khm_Khmr	6.07	17.37	0.628
fra_Latn-heb_Hebr	37.11	51.51	0.982
kan_Knda-taq_Latn	3.42	20.04	1.014
srp_Cyrl-est_Latn	29.99	51.44	1.016
ydd_Hebr-hin_Deva	29.33	47.55	0.952
slk_Latn-nya_Latn	13.20	40.43	1.032
mar_Deva-uzn_Latn	23.20	44.06	0.972
dzo_Tibt-mri_Latn	10.99	33.65	0.917
gla_Latn-cat_Latn	29.87	49.62	0.992
afr_Latn-kat_Geor	33.28	47.91	0.952
ajp_Arab-lin_Latn	18.83	46.56	1.018
ltg_Latn-kas_Arab	12.86	27.60	0.976
hye_Armn-pan_Guru	27.01	40.98	0.937
vie_Latn-spa_Latn	25.27	47.35	0.959
knc_Latn-pes_Arab	10.88	27.13	1.011
ayr_Latn-twi_Latn	6.47	24.48	0.954
twi_Latn-lij_Latn	14.45	30.16	1.014
mai_Deva-war_Latn	22.95	48.21	0.984
tat_Cyrl-tir_Ethi	12.23	19.99	0.936
uzn_Latn-arz_Arab	21.97	37.55	0.979
tha_Thai-pes_Arab	22.28	39.84	0.992
zho_Hans-est_Latn	22.17	44.38	1.023
azb_Arab-dzo_Tibt	7.58	28.33	1.013
vec_Latn-twi_Latn	12.41	34.57	0.985
lmo_Latn-kas_Arab	13.32	28.05	0.981
ron_Latn-ban_Latn	14.46	40.08	1.019
npi_Deva-acm_Arab	11.06	27.75	1.411
apc_Arab-kam_Latn	3.45	23.17	1.161
mya_Mymr-oci_Latn	20.08	40.41	0.939
kmb_Latn-grn_Latn	7.06	24.11	1.022
bug_Latn-ary_Arab	11.81	27.06	1.049
xho_Latn-zsm_Latn	30.02	53.16	0.950
hin_Deva-eng_Latn	43.13	65.05	1.064
lus_Latn-lug_Latn	6.52	30.01	1.089
ltz_Latn-hne_Deva	24.51	44.60	0.960
scn_Latn-kat_Geor	28.71	43.80	0.948
slv_Latn-knc_Arab	6.01	7.90	0.937
dzo_Tibt-yor_Latn	8.81	21.28	1.013
kmb_Latn-zho_Hant	4.60	6.51	0.615
rus_Cyrl-mai_Deva	14.49	34.43	1.010
sin_Sinh-zul_Latn	20.07	43.49	0.987
gaz_Latn-ind_Latn	23.24	47.49	0.970
mal_Mlym-tam_Taml	30.37	48.12	0.955
acq_Arab-aeb_Arab	24.77	40.91	0.957
tpi_Latn-swh_Latn	19.35	42.13	0.957
twi_Latn-vec_Latn	12.88	33.29	0.975
heb_Hebr-san_Deva	6.60	24.20	1.003
kam_Latn-umb_Latn	2.29	20.79	0.698
plt_Latn-zsm_Latn	28.91	52.82	0.961
hau_Latn-ind_Latn	29.29	52.25	0.985
bak_Cyrl-mri_Latn	14.50	38.50	0.936
mag_Deva-dan_Latn	37.06	57.22	0.979
lus_Latn-kam_Latn	3.73	23.56	1.190
