direction	spBLEU	chrF++	len_ratio
sin_Sinh-tam_Taml	27.86	46.22	0.951
yor_Latn-arb_Arab	19.03	34.47	0.891
kin_Latn-pes_Arab	22.21	39.07	0.948
tam_Taml-arb_Arab	28.32	43.90	0.935
kon_Latn-swh_Latn	14.58	36.59	0.862
kea_Latn-ita_Latn	31.15	51.54	0.955
wol_Latn-ace_Latn	6.32	27.35	1.048
eng_Latn-tsn_Latn	25.83	48.78	0.980
yue_Hant-kin_Latn	16.72	40.13	0.986
tsn_Latn-kin_Latn	15.15	38.81	1.050
kon_Latn-fin_Latn	14.24	34.48	0.934
eus_Latn-sin_Sinh	26.47	35.14	0.864
tel_Telu-snd_Arab	23.87	39.77	1.002
tel_Telu-kik_Latn	9.68	30.05	0.985
cjk_Latn-oci_Latn	9.21	25.93	0.914
eng_Latn-arb_Arab	43.33	57.28	0.948
por_Latn-mar_Deva	24.29	42.13	0.961
fra_Latn-mal_Mlym	29.78	44.42	0.979
hin_Deva-yor_Latn	11.36	26.05	1.092
jpn_Jpan-ast_Latn	18.03	40.85	0.998
fin_Latn-fuv_Latn	3.91	21.66	1.092
kik_Latn-rus_Cyrl	18.79	35.34	1.002
ast_Latn-ewe_Latn	13.73	35.00	0.975
swh_Latn-mar_Deva	20.08	37.38	0.920
afr_Latn-twi_Latn	13.53	36.11	0.990
kik_Latn-nso_Latn	13.44	34.74	0.957
fra_Latn-tel_Telu	30.96	46.12	0.968
fuv_Latn-fra_Latn	13.25	31.14	1.041
hau_Latn-zho_Hans	19.51	17.82	0.882
jpn_Jpan-nso_Latn	15.79	40.39	0.997
oci_Latn-tso_Latn	19.17	46.31	1.178
kon_Latn-jpn_Jpan	6.21	14.95	1.128
lvs_Latn-fra_Latn	37.92	56.55	1.020
sin_Sinh-run_Latn	13.99	36.84	1.054
kon_Latn-bel_Cyrl	14.51	29.39	0.840
kik_Latn-ast_Latn	11.13	29.40	1.047
jpn_Jpan-rus_Cyrl	26.36	44.09	0.987
mal_Mlym-bul_Cyrl	34.16	52.19	0.977
mal_Mlym-wol_Latn	6.12	26.11	1.184
tsn_Latn-pes_Arab	20.03	36.57	0.961
yue_Hant-pes_Arab	21.22	39.06	0.958
afr_Latn-tat_Cyrl	29.59	47.13	0.993
bul_Cyrl-mal_Mlym	27.83	43.17	0.978
pes_Arab-cjk_Latn	2.86	23.01	0.958
bul_Cyrl-tel_Telu	30.44	45.88	0.959
oci_Latn-vie_Latn	38.50	57.63	1.062
ace_Latn-luo_Latn	11.40	32.70	0.965
run_Latn-ace_Latn	7.49	29.73	0.897
rus_Cyrl-hin_Deva	26.14	44.67	0.952
rus_Cyrl-eng_Latn	35.69	60.23	1.136
cjk_Latn-zho_Hans	8.49	9.68	0.856
tat_Cyrl-ayr_Latn	5.71	28.13	1.038
ayr_Latn-sin_Sinh	11.89	20.53	0.795
ewe_Latn-nso_Latn	12.28	35.03	0.941
tso_Latn-fuv_Latn	5.04	21.90	1.016
ast_Latn-bul_Cyrl	37.77	55.05	0.971
ast_Latn-wol_Latn	7.21	27.15	1.162
bel_Cyrl-tir_Ethi	11.81	20.38	1.049
nso_Latn-tir_Ethi	11.13	18.73	0.907
isl_Latn-fra_Latn	34.90	52.56	0.998
zho_Hans-eus_Latn	20.27	42.38	0.978
ewe_Latn-rus_Cyrl	15.66	32.22	0.910
pes_Arab-lvs_Latn	25.85	46.80	0.956
luo_Latn-fon_Latn	4.88	19.30	0.916
tso_Latn-run_Latn	15.01	37.20	1.019
jpn_Jpan-oci_Latn	20.92	41.72	0.935
fra_Latn-ace_Latn	9.74	34.25	0.915
ayr_Latn-mar_Deva	8.48	22.25	0.874
hin_Deva-lin_Latn	18.37	45.87	1.022
yor_Latn-tat_Cyrl	15.93	32.76	0.934
rus_Cyrl-lvs_Latn	29.07	49.60	0.980
tam_Taml-tat_Cyrl	23.89	41.96	0.987
arb_Arab-tat_Cyrl	25.26	43.67	1.002
fuv_Latn-pes_Arab	9.84	25.30	1.010
tat_Cyrl-swh_Latn	20.94	44.62	0.913
lvs_Latn-kin_Latn	17.94	42.42	1.032
pes_Arab-hin_Deva	28.88	47.23	0.951
wol_Latn-mal_Mlym	16.48	30.14	0.981
wol_Latn-tel_Telu	15.95	30.03	0.942
fin_Latn-tam_Taml	25.97	44.23	0.978
pes_Arab-eng_Latn	38.39	61.99	1.092
cjk_Latn-ast_Latn	7.96	25.70	1.022
ayr_Latn-ita_Latn	10.73	27.99	0.881
tat_Cyrl-fin_Latn	23.74	44.65	0.956
twi_Latn-vie_Latn	23.41	41.03	0.958
isl_Latn-kin_Latn	17.05	40.87	1.051
kin_Latn-fra_Latn	30.58	48.79	0.976
hin_Deva-yue_Hant	12.51	15.14	0.816
kor_Hang-tir_Ethi	12.55	20.93	1.026
rus_Cyrl-cjk_Latn	2.76	23.08	0.962
ewe_Latn-oci_Latn	13.50	31.95	0.866
lin_Latn-pes_Arab	19.41	35.84	0.923
zho_Hans-por_Latn	29.83	50.04	1.000
hau_Latn-ast_Latn	19.50	41.64	1.027
sin_Sinh-fuv_Latn	3.38	21.05	1.115
zho_Hans-kor_Hang	19.93	28.07	1.018
twi_Latn-tso_Latn	15.29	39.53	1.045
eng_Latn-tat_Cyrl	31.91	48.70	0.974
kik_Latn-zho_Hans	14.10	13.41	0.829
afr_Latn-arb_Arab	36.63	51.26	0.945
kor_Hang-cym_Latn	30.64	48.46	1.009
fin_Latn-run_Latn	15.34	38.52	1.049
por_Latn-sin_Sinh	29.83	38.31	0.871
jpn_Jpan-zho_Hans	20.00	17.37	0.811
tat_Cyrl-bel_Cyrl	23.83	39.08	0.879
eus_Latn-mar_Deva	20.42	37.94	0.952
hau_Latn-nso_Latn	19.22	42.93	1.017
hau_Latn-rus_Cyrl	25.24	42.10	0.982
arb_Arab-urd_Arab	24.83	43.22	0.966
tat_Cyrl-jpn_Jpan	14.33	21.63	0.958
tam_Taml-urd_Arab	22.71	41.01	0.970
afr_Latn-tsn_Latn	23.19	46.49	0.984
isl_Latn-pes_Arab	21.98	38.88	0.973
yor_Latn-urd_Arab	14.82	31.95	0.922
luo_Latn-vie_Latn	20.86	38.19	0.911
luo_Latn-tso_Latn	14.50	37.25	0.957
lin_Latn-kin_Latn	17.16	39.82	0.983
eng_Latn-twi_Latn	15.76	38.72	0.990
tir_Ethi-ita_Latn	19.64	40.68	0.924
swh_Latn-sin_Sinh	24.76	33.81	0.805
tso_Latn-tam_Taml	20.48	38.09	0.891
zho_Hans-kea_Latn	10.98	31.08	0.905
eus_Latn-ita_Latn	27.48	48.36	0.934
cjk_Latn-rus_Cyrl	9.50	24.56	0.975
bul_Cyrl-ace_Latn	8.23	32.79	0.904
kon_Latn-ayr_Latn	4.31	25.43	1.091
run_Latn-tel_Telu	20.26	35.39	0.912
hin_Deva-kon_Latn	15.12	42.38	1.013
arb_Arab-twi_Latn	11.92	34.97	1.003
run_Latn-mal_Mlym	19.00	33.91	0.948
tam_Taml-twi_Latn	11.52	34.18	1.001
fuv_Latn-kin_Latn	8.20	29.23	1.084
oci_Latn-fon_Latn	4.56	18.70	1.279
kea_Latn-sin_Sinh	29.62	37.97	0.897
yor_Latn-twi_Latn	10.23	31.11	0.954
cjk_Latn-nso_Latn	7.66	28.69	0.991
ewe_Latn-zho_Hans	11.74	12.32	0.750
cym_Latn-tir_Ethi	14.95	23.54	1.021
lvs_Latn-pes_Arab	25.32	42.11	0.990
rus_Cyrl-isl_Latn	24.79	43.07	1.016
eng_Latn-urd_Arab	29.92	48.51	0.966
kik_Latn-oci_Latn	16.88	35.11	0.959
pes_Arab-afr_Latn	28.64	51.55	0.966
vie_Latn-luo_Latn	12.92	36.46	0.987
yue_Hant-fra_Latn	29.66	49.31	0.982
tsn_Latn-fra_Latn	26.80	45.16	1.016
tir_Ethi-mar_Deva	16.61	34.03	0.906
eng_Latn-sin_Sinh	35.77	43.58	0.890
ita_Latn-kin_Latn	19.61	44.07	1.035
eus_Latn-arb_Arab	25.17	40.82	0.901
vie_Latn-snd_Arab	20.27	37.55	1.055
vie_Latn-kik_Latn	10.65	31.13	0.976
afr_Latn-mar_Deva	25.35	43.38	0.974
swh_Latn-twi_Latn	12.89	35.72	0.985
bel_Cyrl-jpn_Jpan	12.12	19.54	0.991
nso_Latn-jpn_Jpan	8.44	19.13	1.158
eus_Latn-tsn_Latn	19.18	42.93	0.976
nso_Latn-bel_Cyrl	19.61	34.90	0.875
mar_Deva-fra_Latn	36.58	55.02	1.006
snd_Arab-fra_Latn	34.78	55.21	1.071
kea_Latn-urd_Arab	22.74	41.32	0.982
luo_Latn-oci_Latn	15.41	33.33	0.867
pes_Arab-yor_Latn	10.23	24.82	1.100
urd_Arab-fra_Latn	36.08	55.06	1.009
por_Latn-twi_Latn	13.01	35.99	0.995
mal_Mlym-fuv_Latn	3.86	21.79	1.085
ast_Latn-fuv_Latn	3.80	20.80	1.119
tso_Latn-bul_Cyrl	26.08	43.94	0.946
fin_Latn-ewe_Latn	12.84	35.20	1.039
tso_Latn-wol_Latn	7.57	26.90	1.107
wol_Latn-eus_Latn	12.49	32.92	0.978
kik_Latn-vie_Latn	22.85	40.06	0.984
run_Latn-hau_Latn	15.88	38.90	0.999
afr_Latn-ita_Latn	33.13	53.46	0.944
swh_Latn-urd_Arab	22.16	39.75	0.933
bul_Cyrl-kor_Hang	21.45	29.38	0.968
fra_Latn-kea_Latn	18.50	39.80	0.915
bul_Cyrl-por_Latn	36.15	56.30	0.999
cym_Latn-ayr_Latn	6.34	30.10	1.208
hin_Deva-isl_Latn	25.50	43.73	1.039
tir_Ethi-tsn_Latn	15.22	38.92	0.922
arb_Arab-sin_Sinh	28.55	37.31	0.887
tam_Taml-sin_Sinh	29.62	38.40	0.910
yor_Latn-sin_Sinh	19.10	28.88	0.847
oci_Latn-ast_Latn	27.73	51.71	1.064
rus_Cyrl-kon_Latn	14.97	41.79	0.989
kea_Latn-twi_Latn	11.83	33.81	1.010
kon_Latn-tir_Ethi	7.52	13.83	0.824
tir_Ethi-arb_Arab	21.32	37.22	0.905
kik_Latn-tso_Latn	13.80	38.23	1.075
twi_Latn-zho_Hans	12.96	13.15	0.752
por_Latn-urd_Arab	25.43	43.76	0.961
bul_Cyrl-kea_Latn	13.84	35.16	0.886
fra_Latn-kor_Hang	22.39	30.98	1.007
jpn_Jpan-tso_Latn	16.00	41.25	1.040
ayr_Latn-arb_Arab	11.63	24.96	0.842
oci_Latn-nso_Latn	26.07	50.30	1.035
cjk_Latn-fon_Latn	3.50	16.89	0.994
ayr_Latn-tsn_Latn	9.10	29.79	0.887
oci_Latn-rus_Cyrl	35.23	53.15	1.052
fra_Latn-por_Latn	41.31	59.44	1.004
luo_Latn-zho_Hans	14.00	13.81	0.795
kea_Latn-tat_Cyrl	25.84	43.32	0.995
rus_Cyrl-lin_Latn	16.64	44.49	1.023
hin_Deva-lvs_Latn	26.09	46.99	0.947
kon_Latn-cym_Latn	21.38	37.90	0.947
jpn_Jpan-vie_Latn	29.13	48.47	0.973
run_Latn-eus_Latn	16.28	37.83	0.968
wol_Latn-hau_Latn	13.45	35.92	1.071
nso_Latn-swh_Latn	25.48	48.28	0.961
bel_Cyrl-swh_Latn	17.91	43.19	1.009
swh_Latn-tat_Cyrl	22.42	40.20	0.962
ita_Latn-pes_Arab	25.70	42.67	1.012
fin_Latn-bul_Cyrl	35.42	53.14	0.997
fin_Latn-wol_Latn	6.69	26.74	1.174
tso_Latn-ewe_Latn	13.51	34.81	0.962
ewe_Latn-vie_Latn	18.66	36.20	0.912
bel_Cyrl-fin_Latn	20.38	42.07	1.001
nso_Latn-fin_Latn	22.82	43.65	0.991
hau_Latn-fon_Latn	5.18	20.19	1.074
rus_Cyrl-yue_Hant	12.32	15.09	0.814
hin_Deva-cjk_Latn	2.94	23.26	0.973
ewe_Latn-tso_Latn	13.84	36.79	0.989
kor_Hang-ayr_Latn	6.20	29.25	1.089
por_Latn-tat_Cyrl	28.59	45.95	0.987
zho_Hans-ace_Latn	5.84	28.57	1.113
twi_Latn-oci_Latn	17.00	35.85	0.921
wol_Latn-kea_Latn	8.66	26.38	0.858
pes_Arab-yue_Hant	12.03	14.30	0.832
fra_Latn-eus_Latn	25.92	47.82	0.997
cym_Latn-bel_Cyrl	24.59	39.74	0.916
kor_Hang-swh_Latn	22.12	46.40	0.954
cym_Latn-jpn_Jpan	18.01	24.20	0.993
ast_Latn-tam_Taml	28.26	46.49	0.948
kik_Latn-fon_Latn	4.56	18.39	1.077
eus_Latn-tat_Cyrl	25.13	42.55	0.988
ayr_Latn-urd_Arab	8.71	23.41	0.990
run_Latn-por_Latn	24.63	43.70	0.960
run_Latn-kor_Hang	13.66	22.22	1.009
bul_Cyrl-hau_Latn	21.47	45.89	1.013
pes_Arab-lin_Latn	18.44	45.64	1.002
snd_Arab-pes_Arab	26.52	43.61	0.967
ace_Latn-kik_Latn	5.97	23.60	0.932
ace_Latn-snd_Arab	15.47	30.70	1.061
nso_Latn-ayr_Latn	5.53	28.08	1.141
bel_Cyrl-ayr_Latn	5.46	28.99	1.105
luo_Latn-ast_Latn	14.03	33.80	0.943
urd_Arab-pes_Arab	25.84	43.09	0.958
tir_Ethi-tat_Cyrl	18.69	36.63	0.969
sin_Sinh-ewe_Latn	13.01	34.53	1.008
twi_Latn-rus_Cyrl	18.99	35.56	0.974
mal_Mlym-tam_Taml	30.30	48.08	0.952
tat_Cyrl-tir_Ethi	12.27	19.95	0.936
ayr_Latn-twi_Latn	6.36	24.26	0.945
hin_Deva-eng_Latn	41.37	64.47	1.091
mar_Deva-pes_Arab	26.64	43.25	0.966
kor_Hang-fin_Latn	23.24	44.11	0.975
twi_Latn-nso_Latn	15.16	38.27	0.997
pes_Arab-kon_Latn	16.27	42.54	0.965
oci_Latn-zho_Hans	27.58	23.26	0.953
kea_Latn-arb_Arab	33.36	48.09	0.954
zho_Hans-tel_Telu	25.30	40.48	0.992
hau_Latn-tso_Latn	19.26	43.27	1.022
snd_Arab-kin_Latn	20.05	43.81	1.005
zho_Hans-mal_Mlym	26.11	40.64	1.005
kea_Latn-tsn_Latn	20.58	43.50	0.964
tir_Ethi-twi_Latn	9.14	31.07	0.986
eng_Latn-ita_Latn	37.97	57.39	0.937
twi_Latn-ast_Latn	15.78	36.56	1.013
urd_Arab-kin_Latn	19.09	42.84	0.987
ast_Latn-run_Latn	17.64	39.32	0.974
cym_Latn-swh_Latn	32.50	55.05	0.979
tel_Telu-luo_Latn	11.78	35.30	0.988
kor_Hang-jpn_Jpan	16.34	22.84	0.935
ayr_Latn-tat_Cyrl	10.26	24.90	0.950
ita_Latn-fra_Latn	39.20	58.87	1.056
hin_Deva-afr_Latn	30.52	53.45	0.958
eus_Latn-urd_Arab	20.48	38.87	0.958
luo_Latn-nso_Latn	13.45	35.90	0.928
mar_Deva-kin_Latn	19.22	43.06	0.986
luo_Latn-rus_Cyrl	17.30	33.58	0.917
tam_Taml-mar_Deva	21.86	39.48	0.951
tat_Cyrl-cym_Latn	31.70	48.83	0.971
ewe_Latn-fon_Latn	4.76	19.12	0.945
arb_Arab-mar_Deva	22.16	40.25	0.956
yor_Latn-mar_Deva	14.07	30.74	0.905
kor_Hang-bel_Cyrl	20.61	35.97	0.896
hau_Latn-vie_Latn	29.72	47.45	0.977
por_Latn-tsn_Latn	22.07	45.48	0.986
bul_Cyrl-eus_Latn	22.67	44.86	0.961
cym_Latn-fin_Latn	30.31	51.06	1.019
wol_Latn-kor_Hang	12.29	17.98	1.000
fon_Latn-luo_Latn	7.03	27.45	0.938
sin_Sinh-bul_Cyrl	32.29	50.17	0.958
por_Latn-arb_Arab	34.72	49.69	0.943
eng_Latn-mar_Deva	30.21	47.84	0.970
sin_Sinh-wol_Latn	5.68	25.08	1.207
wol_Latn-por_Latn	19.87	37.79	0.967
jpn_Jpan-fon_Latn	3.84	16.71	1.073
tir_Ethi-urd_Arab	17.23	35.38	0.922
rus_Cyrl-yor_Latn	8.35	23.36	1.096
afr_Latn-sin_Sinh	31.69	39.88	0.881
mal_Mlym-run_Latn	14.95	37.86	1.040
cjk_Latn-tso_Latn	7.25	29.37	1.086
swh_Latn-arb_Arab	31.51	46.42	0.941
eus_Latn-twi_Latn	11.74	34.11	1.008
cjk_Latn-vie_Latn	11.26	26.82	0.975
swh_Latn-tsn_Latn	21.28	44.66	0.949
yor_Latn-ita_Latn	17.09	36.94	0.908
fra_Latn-hau_Latn	20.31	44.07	1.010
arb_Arab-ita_Latn	29.76	50.95	0.958
run_Latn-kea_Latn	10.79	29.12	0.847
tam_Taml-ita_Latn	25.73	46.75	0.940
kik_Latn-ayr_Latn	3.48	23.93	1.230
kea_Latn-luo_Latn	13.20	36.35	0.989
hau_Latn-swh_Latn	23.96	46.60	0.958
fuv_Latn-lvs_Latn	8.31	26.10	1.022
cym_Latn-vie_Latn	39.17	56.60	1.010
rus_Cyrl-pes_Arab	26.36	43.05	0.987
lvs_Latn-isl_Latn	25.06	42.78	1.006
zho_Hans-run_Latn	13.96	36.49	1.037
eng_Latn-snd_Arab	30.44	47.23	1.030
eng_Latn-kik_Latn	16.15	38.09	0.918
lin_Latn-cjk_Latn	3.26	22.92	0.938
tel_Telu-arb_Arab	30.90	45.81	0.927
cym_Latn-tso_Latn	21.63	47.09	1.081
vie_Latn-sin_Sinh	28.43	37.12	0.919
fra_Latn-ewe_Latn	14.36	36.30	0.999
fin_Latn-kea_Latn	12.01	31.98	0.875
ast_Latn-mal_Mlym	30.60	44.81	0.951
cjk_Latn-fin_Latn	7.56	26.10	0.992
ast_Latn-tel_Telu	29.86	45.26	0.964
tel_Telu-tsn_Latn	19.85	43.33	0.952
kin_Latn-afr_Latn	23.31	45.47	0.958
ita_Latn-yue_Hant	12.75	15.13	0.836
kon_Latn-oci_Latn	16.18	34.02	0.862
arb_Arab-kik_Latn	11.92	33.75	0.950
arb_Arab-snd_Arab	23.08	40.76	1.048
fon_Latn-tsn_Latn	9.13	30.79	0.918
tsn_Latn-hin_Deva	20.32	36.92	0.900
yue_Hant-hin_Deva	22.45	41.04	0.913
tam_Taml-snd_Arab	21.93	38.13	1.010
tam_Taml-kik_Latn	8.84	29.11	0.985
tat_Cyrl-ast_Latn	21.23	44.00	0.992
mal_Mlym-tel_Telu	32.67	47.59	0.949
yor_Latn-kik_Latn	7.86	26.45	0.954
yor_Latn-snd_Arab	14.24	29.62	1.001
fon_Latn-arb_Arab	11.37	25.62	0.869
yue_Hant-eng_Latn	31.21	55.10	1.047
tsn_Latn-eng_Latn	26.79	50.50	1.161
por_Latn-luo_Latn	13.55	37.44	0.983
fuv_Latn-cjk_Latn	2.30	20.52	1.032
cjk_Latn-swh_Latn	8.09	28.35	0.908
hau_Latn-fin_Latn	21.13	42.10	1.006
luo_Latn-tir_Ethi	7.43	13.90	0.821
bul_Cyrl-wol_Latn	6.84	27.11	1.177
swh_Latn-luo_Latn	12.91	36.70	0.981
twi_Latn-cym_Latn	23.83	40.45	0.999
nso_Latn-fon_Latn	6.10	21.46	1.022
bel_Cyrl-fon_Latn	3.78	18.13	1.152
tso_Latn-kor_Hang	9.13	21.06	1.067
lin_Latn-lvs_Latn	17.93	37.85	0.960
tso_Latn-por_Latn	27.81	46.05	0.956
sin_Sinh-eus_Latn	19.33	41.13	1.028
ita_Latn-lin_Latn	17.32	45.62	1.067
snd_Arab-yor_Latn	10.18	24.32	1.072
sin_Sinh-hau_Latn	19.24	44.02	1.048
urd_Arab-yor_Latn	9.80	24.05	1.063
isl_Latn-lvs_Latn	22.53	43.15	0.948
ewe_Latn-ayr_Latn	4.85	26.20	1.064
pes_Arab-fra_Latn	37.94	56.94	1.022
yue_Hant-afr_Latn	22.40	45.91	0.931
tsn_Latn-afr_Latn	21.24	43.49	0.985
lin_Latn-isl_Latn	19.92	37.17	0.980
kor_Hang-tso_Latn	16.91	42.23	1.040
zho_Hans-tam_Taml	25.00	43.83	1.008
hau_Latn-bel_Cyrl	18.72	34.11	0.905
kor_Hang-vie_Latn	30.92	49.99	0.976
tat_Cyrl-nso_Latn	16.25	40.84	0.975
tso_Latn-kea_Latn	9.78	27.76	0.811
fra_Latn-bul_Cyrl	40.82	57.63	1.000
lvs_Latn-cjk_Latn	2.57	22.75	0.960
fra_Latn-wol_Latn	7.86	28.47	1.161
ace_Latn-mar_Deva	17.06	33.37	0.945
twi_Latn-tir_Ethi	9.58	16.67	0.940
kon_Latn-zho_Hans	13.15	13.24	0.768
tat_Cyrl-rus_Cyrl	31.98	48.68	0.952
luo_Latn-cym_Latn	21.86	38.26	0.959
hau_Latn-jpn_Jpan	10.14	18.64	1.114
ita_Latn-kon_Latn	15.66	42.52	1.017
mar_Deva-yor_Latn	10.49	24.86	1.057
rus_Cyrl-kin_Latn	19.74	43.79	1.015
isl_Latn-cjk_Latn	3.16	22.64	0.942
fin_Latn-kor_Hang	19.37	28.17	1.009
kin_Latn-hin_Deva	23.52	41.03	0.911
bul_Cyrl-ewe_Latn	13.24	35.58	1.027
cjk_Latn-jpn_Jpan	3.86	10.17	1.248
fuv_Latn-isl_Latn	9.61	26.19	1.044
kin_Latn-eng_Latn	29.12	53.49	1.200
jpn_Jpan-ayr_Latn	5.80	28.16	1.072
cjk_Latn-bel_Cyrl	7.92	22.13	0.864
ace_Latn-ita_Latn	20.22	40.16	0.921
fin_Latn-por_Latn	32.27	52.24	1.001
tel_Telu-tat_Cyrl	26.16	43.94	0.988
jpn_Jpan-swh_Latn	20.74	44.77	0.938
ayr_Latn-luo_Latn	6.29	25.69	0.960
nso_Latn-vie_Latn	31.82	48.96	0.973
bel_Cyrl-vie_Latn	23.91	45.75	1.055
ewe_Latn-fin_Latn	13.25	33.28	0.915
ita_Latn-yor_Latn	8.35	23.67	1.142
mar_Deva-kon_Latn	15.22	42.12	1.007
fuv_Latn-afr_Latn	10.52	30.51	1.002
run_Latn-wol_Latn	6.93	26.00	1.145
run_Latn-bul_Cyrl	24.56	42.94	0.969
tso_Latn-hau_Latn	16.23	39.00	0.948
urd_Arab-kon_Latn	15.68	41.85	0.972
lvs_Latn-eng_Latn	36.08	60.22	1.122
tat_Cyrl-oci_Latn	23.10	43.39	0.915
kin_Latn-lvs_Latn	20.50	40.78	0.953
snd_Arab-kon_Latn	16.22	42.81	1.020
lvs_Latn-hin_Deva	26.47	44.72	0.932
sin_Sinh-kea_Latn	12.96	33.37	0.915
bel_Cyrl-tso_Latn	13.25	40.49	1.139
mal_Mlym-ace_Latn	7.41	31.42	0.916
nso_Latn-tso_Latn	23.38	46.72	1.001
pes_Arab-kin_Latn	20.11	44.17	1.017
oci_Latn-tir_Ethi	14.36	23.66	1.084
ast_Latn-ace_Latn	9.27	33.42	0.906
isl_Latn-hin_Deva	23.70	41.25	0.894
kik_Latn-jpn_Jpan	7.31	15.23	1.163
isl_Latn-eng_Latn	32.82	56.38	1.130
kon_Latn-ast_Latn	14.27	34.33	0.956
kik_Latn-bel_Cyrl	14.47	29.37	0.891
ace_Latn-sin_Sinh	22.60	31.08	0.904
ewe_Latn-swh_Latn	13.65	35.95	0.869
jpn_Jpan-fin_Latn	22.64	43.65	0.981
tsn_Latn-isl_Latn	20.53	37.49	0.987
yue_Hant-isl_Latn	22.45	40.07	1.011
wol_Latn-ewe_Latn	9.92	29.87	1.011
lin_Latn-afr_Latn	20.35	42.56	0.953
fin_Latn-eus_Latn	22.02	43.97	0.945
fon_Latn-tat_Cyrl	10.10	25.57	0.966
cym_Latn-fon_Latn	4.58	17.79	1.212
rus_Cyrl-fra_Latn	37.69	57.18	1.051
kin_Latn-cjk_Latn	3.37	23.29	0.954
mar_Deva-yue_Hant	11.48	14.53	0.818
eus_Latn-luo_Latn	11.25	34.66	0.978
tel_Telu-urd_Arab	24.14	42.32	0.955
tsn_Latn-lvs_Latn	18.44	38.43	0.975
yue_Hant-lvs_Latn	20.56	41.89	0.935
fin_Latn-hau_Latn	18.82	42.93	0.999
run_Latn-ewe_Latn	12.89	33.97	0.993
isl_Latn-afr_Latn	25.40	48.06	0.964
kik_Latn-fin_Latn	12.50	30.92	1.034
oci_Latn-cym_Latn	45.52	61.67	1.030
kon_Latn-rus_Cyrl	17.12	33.50	0.919
urd_Arab-yue_Hant	11.89	14.19	0.832
tat_Cyrl-zho_Hans	20.96	18.17	0.809
jpn_Jpan-bel_Cyrl	20.25	35.58	0.902
cjk_Latn-ayr_Latn	2.52	22.20	1.254
lin_Latn-eng_Latn	27.81	49.25	1.070
kon_Latn-nso_Latn	12.75	35.49	0.928
snd_Arab-yue_Hant	12.28	14.18	0.861
lin_Latn-hin_Deva	19.63	36.55	0.876
fon_Latn-twi_Latn	7.49	26.98	0.941
vie_Latn-ita_Latn	27.61	48.47	0.953
fuv_Latn-hin_Deva	11.48	25.66	0.931
kor_Hang-fon_Latn	4.44	18.69	1.124
ewe_Latn-bel_Cyrl	12.72	27.60	0.847
kin_Latn-isl_Latn	22.26	39.57	0.994
tel_Telu-twi_Latn	11.86	34.21	1.011
mar_Deva-lin_Latn	17.31	44.72	1.013
ewe_Latn-jpn_Jpan	7.01	14.75	1.036
fuv_Latn-eng_Latn	12.94	33.56	1.177
tsn_Latn-cjk_Latn	3.17	22.53	0.929
yue_Hant-cjk_Latn	2.54	21.67	0.926
lvs_Latn-afr_Latn	27.94	50.86	0.984
urd_Arab-lin_Latn	16.76	44.20	1.008
tso_Latn-eus_Latn	18.78	39.98	0.952
wol_Latn-bul_Cyrl	18.39	35.63	0.989
sin_Sinh-por_Latn	31.45	51.47	0.960
kik_Latn-swh_Latn	14.25	34.84	0.906
vie_Latn-mar_Deva	21.45	39.09	0.979
snd_Arab-lin_Latn	16.92	44.33	1.023
tir_Ethi-luo_Latn	9.77	32.70	0.960
sin_Sinh-kor_Hang	19.81	27.67	0.957
fon_Latn-urd_Arab	9.16	24.51	0.958
zho_Hans-fuv_Latn	3.45	20.73	1.129
hau_Latn-ayr_Latn	5.49	28.13	1.127
afr_Latn-snd_Arab	24.38	41.08	1.026
afr_Latn-kik_Latn	12.23	33.26	0.954
afr_Latn-luo_Latn	13.77	37.51	0.985
ita_Latn-eng_Latn	35.64	60.32	1.137
ast_Latn-kea_Latn	20.55	42.73	0.892
snd_Arab-cjk_Latn	2.70	22.92	1.005
fin_Latn-mal_Mlym	25.84	40.76	0.999
tir_Ethi-kik_Latn	5.97	24.43	0.926
tir_Ethi-snd_Arab	17.05	33.06	0.993
fra_Latn-fuv_Latn	4.45	22.48	1.081
fon_Latn-sin_Sinh	11.25	20.58	0.788
urd_Arab-cjk_Latn	2.42	22.30	0.959
cjk_Latn-tir_Ethi	5.16	10.65	0.892
ita_Latn-hin_Deva	27.43	45.34	0.969
ace_Latn-tat_Cyrl	19.92	36.48	0.994
fin_Latn-tel_Telu	27.10	42.26	0.957
wol_Latn-tam_Taml	15.53	33.32	0.959
cym_Latn-nso_Latn	25.61	49.64	1.030
luo_Latn-swh_Latn	15.58	37.30	0.858
lvs_Latn-yor_Latn	7.28	22.54	1.146
yue_Hant-lin_Latn	14.83	41.86	1.005
tsn_Latn-lin_Latn	15.16	41.73	1.020
bel_Cyrl-zho_Hans	17.28	15.71	0.836
nso_Latn-zho_Hans	17.51	16.94	0.791
cym_Latn-rus_Cyrl	35.82	52.13	0.994
mar_Deva-cjk_Latn	2.86	23.16	0.970
luo_Latn-fin_Latn	15.51	35.26	0.924
hau_Latn-tir_Ethi	10.81	18.36	0.950
kin_Latn-kon_Latn	16.09	42.72	0.993
snd_Arab-lvs_Latn	24.70	45.75	0.959
twi_Latn-jpn_Jpan	9.44	17.00	1.057
twi_Latn-bel_Cyrl	15.59	30.44	0.893
urd_Arab-lvs_Latn	24.39	45.30	0.951
isl_Latn-yor_Latn	6.95	21.98	1.148
